latitude,longitude,description,"location_description","primary_type"
"41.773715435","-87.651916616","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.88206533","-87.627492211","FROM BUILDING",RESTAURANT,THEFT
"41.769185486","-87.625732415",SIMPLE,"CTA BUS STOP",BATTERY
"41.893154554","-87.746406867","UNLAWFUL POSS OF HANDGUN",STREET,"WEAPONS VIOLATION"
"41.684355118","-87.626486935","GUN OFFENDER: ANNUAL REGISTRATION",STREET,"OTHER OFFENSE"
"41.904334636","-87.665072774","UNLAWFUL ENTRY","RESIDENCE-GARAGE",BURGLARY
"41.743050992","-87.605008531","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.896702014","-87.626423821","ILLEGAL USE CASH CARD",OTHER,"DECEPTIVE PRACTICE"
"42.004116652","-87.666925138","$500 AND UNDER",RESIDENCE,THEFT
"41.941121482","-87.645182448","OVER $500","VEHICLE NON-COMMERCIAL",THEFT
"42.018695845","-87.669654419","$500 AND UNDER","VEHICLE NON-COMMERCIAL",THEFT
"41.774407354","-87.604576903","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.751268534","-87.606048047","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.777961373","-87.593013639","TO RESIDENCE",APARTMENT,"CRIMINAL TRESPASS"
"41.794533814","-87.631438536","STRONGARM - NO WEAPON",SIDEWALK,ROBBERY
"41.965584255","-87.760799864","UNLAWFUL USE HANDGUN",STREET,"WEAPONS VIOLATION"
"41.784226755","-87.659475884","TELEPHONE THREAT",RESIDENCE,"OTHER OFFENSE"
"41.954698652","-87.747338823","RETAIL THEFT","DRUG STORE",THEFT
"41.695908161","-87.595822806","RETAIL THEFT","DEPARTMENT STORE",THEFT
"41.887904127","-87.625554948","$500 AND UNDER",TAXICAB,THEFT
"41.750411667","-87.629295485",SIMPLE,STREET,BATTERY
"41.930664021","-87.706160048",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.891990384","-87.611461502","FROM BUILDING",OTHER,THEFT
"41.855190551","-87.623871195","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.855776475","-87.726086351","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.950190433","-87.714489907","UNLAWFUL ENTRY",APARTMENT,BURGLARY
"41.791753169","-87.64630572",SIMPLE,APARTMENT,BATTERY
"41.922763145","-87.697135597","OVER $500",STREET,THEFT
"41.889980416","-87.714696785","$500 AND UNDER","VEHICLE NON-COMMERCIAL",THEFT
"41.88285993","-87.757602318","ARMED: HANDGUN",OTHER,ROBBERY
"41.764728804","-87.586292974","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.937699701","-87.68240319","FRAUD OR CONFIDENCE GAME",RESIDENCE,"DECEPTIVE PRACTICE"
"41.879276851","-87.710955399","FALSE/STOLEN/ALTERED TRP",STREET,"OTHER OFFENSE"
"41.882394062","-87.627844798","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.982917209","-87.77483801","AGGRAVATED: HANDGUN",RESIDENCE,ASSAULT
"41.891789281","-87.621005586","$500 AND UNDER",TAXICAB,THEFT
"41.931456206","-87.657167732","FORCIBLE ENTRY",APARTMENT,BURGLARY
"41.749850478","-87.66585289","AGG CRIMINAL SEXUAL ABUSE",APARTMENT,"SEX OFFENSE"
"41.790707994","-87.604942346","AGG CRIMINAL SEXUAL ABUSE","HOSPITAL BUILDING/GROUNDS","SEX OFFENSE"
"41.706124449","-87.645240549","ENDANGERING LIFE/HEALTH CHILD",RESIDENCE,"OFFENSE INVOLVING CHILDREN"
"41.93500727","-87.760066403",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.713987803","-87.661151339","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.968368626","-87.716630608","$500 AND UNDER",STREET,THEFT
"41.776688444","-87.684792821","TO PROPERTY",APARTMENT,"CRIMINAL DAMAGE"
"41.782728365","-87.649720276","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.96805477","-87.667326866","$500 AND UNDER",STREET,THEFT
"41.809487693","-87.609813554","FROM BUILDING",RESTAURANT,THEFT
"42.008488394","-87.6984383",SIMPLE,APARTMENT,ASSAULT
"41.877310563","-87.72555206",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.758214815","-87.624119338","RETAIL THEFT","DRUG STORE",THEFT
"41.897498517","-87.759402902","AGGRAVATED:KNIFE/CUTTING INSTR","RESIDENCE PORCH/HALLWAY",ASSAULT
"41.901399387","-87.721389553","POSS: CRACK",ALLEY,NARCOTICS
"41.942217218","-87.767434009","AGG CRIM SEX ABUSE FAM MEMBER",RESIDENCE,"OFFENSE INVOLVING CHILDREN"
"41.926404101","-87.792881805","OVER $500","PARKING LOT/GARAGE(NON.RESID.)",THEFT
"41.879909765","-87.62772157","ATTEMPT: STRONGARM-NO WEAPON","CTA TRAIN",ROBBERY
"41.996298903","-87.798673511","HARASSMENT BY ELECTRONIC MEANS",RESIDENCE,"OTHER OFFENSE"
"41.88033698","-87.629365643",SIMPLE,"CTA STATION",BATTERY
"41.750377769","-87.614952286",SIMPLE,"COMMERCIAL / BUSINESS OFFICE",ASSAULT
"41.83991693","-87.728082225",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.848167377","-87.695342755","$500 AND UNDER","CTA BUS",THEFT
"41.940370659","-87.654122097","CREDIT CARD FRAUD",STREET,"DECEPTIVE PRACTICE"
"41.89053763","-87.71983685","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.901793254","-87.71652964","ARMED: HANDGUN",SIDEWALK,ROBBERY
"41.896477499","-87.62428125","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.876985615","-87.690077091","CREDIT CARD FRAUD",RESTAURANT,"DECEPTIVE PRACTICE"
"41.895455473","-87.71679264",SIMPLE,"SMALL RETAIL STORE",ASSAULT
"41.772972076","-87.644610871",SIMPLE,"GAS STATION",ASSAULT
"41.685072383","-87.64290222","ARMED: OTHER DANGEROUS WEAPON",SIDEWALK,ROBBERY
"41.911542759","-87.785078909","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.879629586","-87.686393198",SIMPLE,"SMALL RETAIL STORE",ASSAULT
"41.975562068","-87.656392468","AGG PO HANDS NO/MIN INJURY",SIDEWALK,BATTERY
"41.888896302","-87.719786448","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.749683042","-87.665847295","ARMED: HANDGUN",APARTMENT,ROBBERY
"41.800815236","-87.64408908","POSS: CRACK",RESIDENCE,NARCOTICS
"41.904558827","-87.716925474","UNLAWFUL USE HANDGUN",STREET,"WEAPONS VIOLATION"
"41.711904507","-87.627229006","FINANCIAL IDENTITY THEFT $300 AND UNDER",RESIDENCE,"DECEPTIVE PRACTICE"
"41.753065615","-87.562621485","CHILD ABUSE",RESIDENCE,"OFFENSE INVOLVING CHILDREN"
"41.911426227","-87.650233466","$500 AND UNDER","VEHICLE NON-COMMERCIAL",THEFT
"41.898500935","-87.685277128","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.803168105","-87.745479333","UNLAWFUL ENTRY","RESIDENCE-GARAGE",BURGLARY
"41.900839756","-87.67719063","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)",THEFT
"41.925098106","-87.672293669","$500 AND UNDER","SMALL RETAIL STORE",THEFT
"41.735564949","-87.550809712","TO PROPERTY","SMALL RETAIL STORE","CRIMINAL DAMAGE"
"41.94273318","-87.647616797","$500 AND UNDER",STREET,THEFT
"41.958184528","-87.732611614","TO PROPERTY",OTHER,"CRIMINAL DAMAGE"
"41.921504724","-87.751151757","AGGRAVATED:KNIFE/CUTTING INSTR",RESIDENCE,ASSAULT
"41.945786664","-87.775121762",SIMPLE,STREET,ASSAULT
"41.774468769","-87.60214928","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.774250995","-87.64737605","FORCIBLE ENTRY","CHURCH/SYNAGOGUE/PLACE OF WORSHIP",BURGLARY
"41.986261826","-87.660148577","$500 AND UNDER","DEPARTMENT STORE",THEFT
"41.795991039","-87.630542489","ATTEMPT - FINANCIAL IDENTITY THEFT",OTHER,"DECEPTIVE PRACTICE"
"41.88033698","-87.629365643",SIMPLE,"CTA PLATFORM",BATTERY
"41.873907046","-87.725430093","TO STATE SUP LAND","CTA STATION","CRIMINAL TRESPASS"
"41.681357737","-87.620618587","FALSE/STOLEN/ALTERED TRP",STREET,"OTHER OFFENSE"
"41.660588817","-87.633612288","ILLEGAL USE CASH CARD","ATM (AUTOMATIC TELLER MACHINE)","DECEPTIVE PRACTICE"
"41.921604898","-87.665686285","OVER $500",STREET,THEFT
"41.660588817","-87.633612288","DOMESTIC BATTERY SIMPLE",STREET,BATTERY
"41.975733396","-87.834543927","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.958694882","-87.680329205","OVER $500",ALLEY,THEFT
"41.778680696","-87.664197479",SIMPLE,RESTAURANT,ASSAULT
"41.907926167","-87.64819515","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.789435874","-87.798892481","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"42.006778024","-87.693363059","HARASSMENT BY ELECTRONIC MEANS",RESIDENCE,"OTHER OFFENSE"
"41.707711272","-87.620133488","SELL/GIVE/DEL LIQUOR TO MINOR","SMALL RETAIL STORE","LIQUOR LAW VIOLATION"
"41.891694878","-87.626155832","CREDIT CARD FRAUD","DEPARTMENT STORE","DECEPTIVE PRACTICE"
"41.960430561","-87.771339322","FINANCIAL IDENTITY THEFT $300 AND UNDER",RESIDENCE,"DECEPTIVE PRACTICE"
"41.899183745","-87.707448921","$500 AND UNDER",APARTMENT,THEFT
"41.745220087","-87.602587507","OVER $500",RESIDENCE,THEFT
"41.914726741","-87.71345484","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.761397187","-87.655316418",SIMPLE,APARTMENT,BATTERY
"41.695598424","-87.622002909","CHILD ABUSE",APARTMENT,"OFFENSE INVOLVING CHILDREN"
"41.728602941","-87.656287811","AGGRAVATED: HANDGUN",SIDEWALK,BATTERY
"41.772391355","-87.583839542","OTHER VEHICLE OFFENSE",STREET,"OTHER OFFENSE"
"41.727011868","-87.594903022","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.804960188","-87.665174824",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.75159567","-87.576810648","RETAIL THEFT","CONVENIENCE STORE",THEFT
"41.802828846","-87.610053517","TO PROPERTY",APARTMENT,"CRIMINAL DAMAGE"
"41.737750767","-87.604855911","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.924230143","-87.746915859","AGGRAVATED: HANDGUN",STREET,ASSAULT
"41.736391101","-87.702044982",SIMPLE,"DEPARTMENT STORE",ASSAULT
"41.901161592","-87.753298129","AGGRAVATED: HANDGUN",SIDEWALK,BATTERY
"41.816145051","-87.616778344",SIMPLE,"COMMERCIAL / BUSINESS OFFICE",ASSAULT
"41.908849952","-87.646645976","RETAIL THEFT","GROCERY FOOD STORE",THEFT
"41.882757573","-87.709625318","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.930049492","-87.685920733","FROM BUILDING","ATHLETIC CLUB",THEFT
"41.695655565","-87.612236861","TO PROPERTY",APARTMENT,"CRIMINAL DAMAGE"
"41.749690633","-87.70565997","PRO EMP HANDS NO/MIN INJURY","RESIDENCE PORCH/HALLWAY",BATTERY
"41.780155491","-87.586451255","POCKET-PICKING",STREET,THEFT
"41.707246223","-87.618164684","ARMED: HANDGUN",SIDEWALK,ROBBERY
"41.801358629","-87.661698689",SIMPLE,RESIDENCE,BATTERY
"41.77335153","-87.584631215","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.819430351","-87.610710513",SIMPLE,RESIDENCE,ASSAULT
"41.732979038","-87.606254407","TELEPHONE THREAT",RESIDENCE,"OTHER OFFENSE"
"41.913005348","-87.676301857","ILLEGAL USE CASH CARD",APARTMENT,"DECEPTIVE PRACTICE"
"41.819349422","-87.62148247","FORCIBLE ENTRY",APARTMENT,BURGLARY
"41.67979832","-87.62673814","UNLAWFUL POSS OF HANDGUN",ALLEY,"WEAPONS VIOLATION"
"41.868541914","-87.639235361","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.849045571","-87.708829783","$500 AND UNDER","SCHOOL, PUBLIC, BUILDING",THEFT
"41.959935614","-87.732665024","OVER $500",APARTMENT,THEFT
"41.692833841","-87.60431945","OTHER CRIME AGAINST PERSON","POLICE FACILITY/VEH PARKING LOT","OTHER OFFENSE"
"41.973081027","-87.839282777","FINAN EXPLOIT-ELDERLY/DISABLED",RESIDENCE,"DECEPTIVE PRACTICE"
"41.887620806","-87.618800643","TO VEHICLE","PARKING LOT/GARAGE(NON.RESID.)","CRIMINAL DAMAGE"
"41.967356316","-87.718221526","FINANCIAL IDENTITY THEFT $300 AND UNDER",APARTMENT,"DECEPTIVE PRACTICE"
"41.762876014","-87.562962267","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.886467402","-87.632471344","$500 AND UNDER","DEPARTMENT STORE",THEFT
"41.887620806","-87.618800643","TO VEHICLE",OTHER,"CRIMINAL DAMAGE"
"41.875820724","-87.647175913","ARMED:KNIFE/CUTTING INSTRUMENT","CTA TRAIN",ROBBERY
"41.929672072","-87.750173464","AGG CRIM SEX ABUSE FAM MEMBER",RESIDENCE,"OFFENSE INVOLVING CHILDREN"
"41.866235446","-87.720517147","POSS: CANNABIS 30GMS OR LESS","PARKING LOT/GARAGE(NON.RESID.)",NARCOTICS
"41.962139305","-87.733206878","FORCIBLE ENTRY","RESIDENCE-GARAGE",BURGLARY
"41.95307297","-87.77520524",SIMPLE,RESTAURANT,BATTERY
"41.757845639","-87.610239976","POSS: CANNABIS 30GMS OR LESS",RESIDENCE,NARCOTICS
"42.001577409","-87.657389739","FROM BUILDING",APARTMENT,THEFT
"41.710949478","-87.630810339",SIMPLE,"AUTO / BOAT / RV DEALERSHIP",BATTERY
"41.688123792","-87.619496824","STRONGARM - NO WEAPON",STREET,ROBBERY
"41.874133594","-87.670164416","AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY",STREET,BATTERY
"41.84097894","-87.649353839","HARASSMENT BY TELEPHONE","PARK PROPERTY","OTHER OFFENSE"
"41.924102822","-87.756452662","ARMED: HANDGUN",STREET,ROBBERY
"41.897211487","-87.625823165","FROM BUILDING",RESTAURANT,THEFT
"41.946724511","-87.691501175","FROM BUILDING","SCHOOL, PUBLIC, BUILDING",THEFT
"41.915690106","-87.695442265","FROM BUILDING",APARTMENT,THEFT
"41.748546233","-87.603891022","OTHER CRIME INVOLVING PROPERTY","RESIDENTIAL YARD (FRONT/BACK)","OTHER OFFENSE"
"41.751837665","-87.640409801","HARASSMENT BY ELECTRONIC MEANS",RESIDENCE,"OTHER OFFENSE"
"41.883500187","-87.627876698","RETAIL THEFT","DEPARTMENT STORE",THEFT
"41.836936154","-87.721255449",SIMPLE,"CTA BUS",ASSAULT
"41.892753031","-87.624193896","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.883500187","-87.627876698","RETAIL THEFT","DEPARTMENT STORE",THEFT
"41.892659437","-87.616632624","CREDIT CARD FRAUD",RESTAURANT,"DECEPTIVE PRACTICE"
"41.709690847","-87.636837658","UNLAWFUL POSS OF HANDGUN",RESIDENCE,"WEAPONS VIOLATION"
"41.875196386","-87.731072469","UNLAWFUL POSS OF HANDGUN","VEHICLE NON-COMMERCIAL","WEAPONS VIOLATION"
"41.779245661","-87.684224438","STRONGARM - NO WEAPON",SIDEWALK,ROBBERY
"41.929086507","-87.64813046","FROM BUILDING","RESIDENCE PORCH/HALLWAY",THEFT
"41.885741029","-87.631711749","POCKET-PICKING","CTA PLATFORM",THEFT
"41.879893301","-87.627721751","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.930607816","-87.739988888","ATT: AUTOMOBILE",STREET,"MOTOR VEHICLE THEFT"
"41.803391597","-87.621061298",SIMPLE,APARTMENT,BATTERY
"41.924354004","-87.737393751",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.735458913","-87.654541437","OVER $500","VEHICLE-COMMERCIAL",THEFT
"41.938964168","-87.652949847","OVER $500","VEHICLE NON-COMMERCIAL",THEFT
"41.736491541","-87.615385513",SIMPLE,"GROCERY FOOD STORE",ASSAULT
"41.707252289","-87.617816705",SIMPLE,RESTAURANT,BATTERY
"41.789057836","-87.606108761","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.765843381","-87.576291395","AGGRAVATED: HANDGUN",ALLEY,ASSAULT
"41.8716728","-87.72173192","FIRST DEGREE MURDER",STREET,HOMICIDE
"41.931553962","-87.785708738",SIMPLE,BANK,ASSAULT
"41.891066178","-87.616815708","$500 AND UNDER",RESTAURANT,THEFT
"41.881066683","-87.720761032","OVER $500","VEHICLE NON-COMMERCIAL",THEFT
"41.901733457","-87.723832804","THEFT OF LABOR/SERVICES",TAXICAB,"DECEPTIVE PRACTICE"
"41.757457948","-87.586106086","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"42.015416301","-87.664882614","CRIMINAL SEXUAL ABUSE","NURSING HOME/RETIREMENT HOME","SEX OFFENSE"
"41.693358342","-87.621002386","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.737887747","-87.566030944","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.80374719","-87.689192706","$500 AND UNDER",RESIDENCE,THEFT
"41.881091235","-87.730587475","SOLICIT NARCOTICS ON PUBLICWAY",SIDEWALK,NARCOTICS
"41.975373788","-87.659840334","$500 AND UNDER",BARBERSHOP,THEFT
"41.738311222","-87.578172037","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.676735364","-87.620471921",SIMPLE,STREET,BATTERY
"41.756931961","-87.556454594","$500 AND UNDER",STREET,THEFT
"41.704528876","-87.613694105",SIMPLE,RESIDENCE,ASSAULT
"41.964927638","-87.684802929",SIMPLE,RESIDENCE,BATTERY
"41.903775756","-87.639324074","RETAIL THEFT","GROCERY FOOD STORE",THEFT
"41.980067099","-87.836580732","FRAUD OR CONFIDENCE GAME","COMMERCIAL / BUSINESS OFFICE","DECEPTIVE PRACTICE"
"41.809519024","-87.607384952",SIMPLE,RESTAURANT,BATTERY
"41.886370204","-87.620691199","TO VEHICLE","PARKING LOT/GARAGE(NON.RESID.)","CRIMINAL DAMAGE"
"41.892302442","-87.647601878","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.987338819","-87.665062403",SIMPLE,RESIDENCE,BATTERY
"41.770020864","-87.6913338",SIMPLE,"HOSPITAL BUILDING/GROUNDS",BATTERY
"41.785930664","-87.723266186","RETAIL THEFT","DRUG STORE",THEFT
"41.902259639","-87.75499998","RETAIL THEFT","CONVENIENCE STORE",THEFT
"41.894173733","-87.621401474","$500 AND UNDER",OTHER,THEFT
"41.769756045","-87.646951053",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.850246849","-87.727136997","OVER $500",SIDEWALK,THEFT
"41.856884052","-87.708485563",SIMPLE,"SCHOOL, PUBLIC, BUILDING",ASSAULT
"41.845085249","-87.618848403","CHILD ABDUCTION","SCHOOL, PRIVATE, BUILDING","OFFENSE INVOLVING CHILDREN"
"41.889842586","-87.669851379","OVER $500","PARKING LOT/GARAGE(NON.RESID.)",THEFT
"41.881623795","-87.626200793","FROM BUILDING",RESTAURANT,THEFT
"41.841788993","-87.638463968","TO PROPERTY",APARTMENT,"CRIMINAL DAMAGE"
"41.989694347","-87.656801867","FROM BUILDING",APARTMENT,THEFT
"41.814877025","-87.613678043","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.757154442","-87.653913374","RECKLESS CONDUCT",STREET,"PUBLIC PEACE VIOLATION"
"41.943290943","-87.786269945","TO CITY OF CHICAGO PROPERTY","VEHICLE NON-COMMERCIAL","CRIMINAL DAMAGE"
"41.891817396","-87.672049291","STRONGARM - NO WEAPON",STREET,ROBBERY
"41.751325905","-87.552890447","TO LAND",RESTAURANT,"CRIMINAL TRESPASS"
"41.691622594","-87.642359866",SIMPLE,"SMALL RETAIL STORE",ASSAULT
"41.694888689","-87.627960718","FALSE/STOLEN/ALTERED TRP","VEHICLE NON-COMMERCIAL","OTHER OFFENSE"
"41.845153873","-87.618851309","AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST",RESIDENCE,BATTERY
"41.900752739","-87.627800699","CREDIT CARD FRAUD","DEPARTMENT STORE","DECEPTIVE PRACTICE"
"41.699337217","-87.615985678","$500 AND UNDER",APARTMENT,THEFT
"41.872310326","-87.742870872","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.758868246","-87.576838856","$500 AND UNDER","SCHOOL, PUBLIC, BUILDING",THEFT
"41.880154994","-87.770515674","RETAIL THEFT","GROCERY FOOD STORE",THEFT
"41.931149917","-87.775315546","AGGRAVATED: HANDGUN","PARKING LOT/GARAGE(NON.RESID.)",ASSAULT
"41.895002822","-87.621454706","FROM BUILDING","HOSPITAL BUILDING/GROUNDS",THEFT
"41.768330149","-87.722498212","FORCIBLE ENTRY",STREET,BURGLARY
"41.938581442","-87.765830579","THEFT OF LABOR/SERVICES",STREET,"DECEPTIVE PRACTICE"
"41.955149418","-87.675053006","$500 AND UNDER",APARTMENT,THEFT
"41.738311222","-87.578172037","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.895389368","-87.723944549","AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST","AUTO / BOAT / RV DEALERSHIP",BATTERY
"41.742290055","-87.544216751","TELEPHONE THREAT",APARTMENT,"OTHER OFFENSE"
"41.991335662","-87.656850699","FROM BUILDING","RESIDENCE PORCH/HALLWAY",THEFT
"41.946648722","-87.702084879","HARASSMENT BY ELECTRONIC MEANS","DEPARTMENT STORE","OTHER OFFENSE"
"41.897895128","-87.624096605","CREDIT CARD FRAUD","DEPARTMENT STORE","DECEPTIVE PRACTICE"
"41.92674833","-87.642617613","HARASSMENT BY ELECTRONIC MEANS",RESIDENCE,"OTHER OFFENSE"
"41.725803425","-87.662786572","$500 AND UNDER","PARKING LOT/GARAGE(NON.RESID.)",THEFT
"41.921931669","-87.668560002","RETAIL THEFT","GROCERY FOOD STORE",THEFT
"41.976029768","-87.701368213","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.87233466","-87.679483292","TO VEHICLE","PARKING LOT/GARAGE(NON.RESID.)","CRIMINAL TRESPASS"
"41.895140898","-87.624255632","OVER $500","SMALL RETAIL STORE",THEFT
"41.959239131","-87.653535714","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.773640003","-87.693687951",SIMPLE,"RESIDENCE PORCH/HALLWAY",BATTERY
"41.875874858","-87.745496486","MANU/DEL:CANNABIS 10GM OR LESS",RESIDENCE,NARCOTICS
"41.953643409","-87.72801475","$500 AND UNDER","SMALL RETAIL STORE",THEFT
"41.952430412","-87.750815271","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.692358646","-87.623096746","FINANCIAL IDENTITY THEFT OVER $ 300","DRUG STORE","DECEPTIVE PRACTICE"
"41.750331739","-87.665081985","ARMED: HANDGUN","GROCERY FOOD STORE",ROBBERY
"41.938106224","-87.725008196","FROM BUILDING",APARTMENT,THEFT
"41.924133587","-87.702303193","SEX OFFENDER: FAIL REG NEW ADD",APARTMENT,"OTHER OFFENSE"
"41.907709804","-87.733096078","ILLEGAL USE CASH CARD",RESIDENCE,"DECEPTIVE PRACTICE"
"41.828347945","-87.632650679","DOMESTIC BATTERY SIMPLE","SCHOOL, PUBLIC, BUILDING",BATTERY
"41.987338819","-87.665062403","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.875229772","-87.686253982","$500 AND UNDER","CTA TRAIN",THEFT
"41.879363342","-87.635754673","FROM BUILDING",RESTAURANT,THEFT
"41.89608765","-87.666392886","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.87671722","-87.750317319","DOMESTIC BATTERY SIMPLE",OTHER,BATTERY
"41.67865949","-87.620527559","VEHICLE TITLE/REG OFFENSE",STREET,"OTHER OFFENSE"
"41.884688197","-87.636827836","FROM BUILDING",RESTAURANT,THEFT
"41.892610989","-87.619428169","COMPUTER FRAUD","GROCERY FOOD STORE","DECEPTIVE PRACTICE"
"41.90214763","-87.632865587","OVER $500",APARTMENT,THEFT
"41.97008868","-87.762690091","TO LAND","CTA STATION","CRIMINAL TRESPASS"
"41.890086774","-87.704970539","$500 AND UNDER",RESIDENCE,THEFT
"41.890732628","-87.637999874","FINANCIAL IDENTITY THEFT $300 AND UNDER",OTHER,"DECEPTIVE PRACTICE"
"41.781492981","-87.728947272","FINANCIAL IDENTITY THEFT OVER $ 300",OTHER,"DECEPTIVE PRACTICE"
"41.652338894","-87.610049028","OTHER VEHICLE OFFENSE",RESIDENCE,"OTHER OFFENSE"
"41.823634458","-87.631942618","$500 AND UNDER","PARKING LOT/GARAGE(NON.RESID.)",THEFT
"41.95208984","-87.647891491","$500 AND UNDER",APARTMENT,THEFT
"41.919890866","-87.781671119","FINANCIAL IDENTITY THEFT OVER $ 300",RESIDENCE,"DECEPTIVE PRACTICE"
"41.905867715","-87.756517666","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.967216477","-87.658175968","$500 AND UNDER",STREET,THEFT
"41.781954133","-87.683713146","DOMESTIC BATTERY SIMPLE",ALLEY,BATTERY
"41.884466819","-87.634266948","$500 AND UNDER",RESTAURANT,THEFT
"41.673769998","-87.627345806","TELEPHONE THREAT",RESIDENCE,"OTHER OFFENSE"
"41.726193157","-87.646989985","AGGRAVATED:KNIFE/CUTTING INSTR",RESIDENCE,ASSAULT
"41.680279417","-87.66025395","FORCIBLE ENTRY",RESIDENCE,BURGLARY
"41.928353487","-87.642126242","FROM BUILDING",RESTAURANT,THEFT
"41.753792896","-87.642902878","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"42.009602611","-87.688117171",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"42.002225812","-87.680277948","AGGRAVATED: OTHER DANG WEAPON","PARKING LOT/GARAGE(NON.RESID.)",ASSAULT
"41.98287878","-87.791440835",SIMPLE,"SCHOOL, PUBLIC, BUILDING",BATTERY
"41.88531933","-87.630963524","RETAIL THEFT","DRUG STORE",THEFT
"41.999597803","-87.686742991","$500 AND UNDER",RESIDENCE,THEFT
"41.889530973","-87.616627197",IMPERSONATION,RESIDENCE,"DECEPTIVE PRACTICE"
"41.927235118","-87.726849666","RETAIL THEFT","CAR WASH",THEFT
"41.929674883","-87.662257951","$500 AND UNDER",STREET,THEFT
"41.851912547","-87.694714592","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.682179742","-87.6530077","AGGRAVATED: HANDGUN","RESIDENTIAL YARD (FRONT/BACK)",ASSAULT
"41.880541301","-87.643133825","STRONGARM - NO WEAPON","PARKING LOT/GARAGE(NON.RESID.)",ROBBERY
"41.768916724","-87.595229104",SIMPLE,APARTMENT,ASSAULT
"41.809923809","-87.637766719","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.750620131","-87.600316454","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.907501113","-87.677383251",SIMPLE,STREET,ASSAULT
"41.65910601","-87.617870518","FALSE/STOLEN/ALTERED TRP",STREET,"OTHER OFFENSE"
"41.779798546","-87.641648739","RETAIL THEFT","DRUG STORE",THEFT
